"GeneID","gene_name","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"Ppp1r3c","Ppp1r3c",0.409466221293613,6.76097319111272,4.23611064742852,0.000152612744582029,0.00094268333014596,0.11297476246147
"Eno2","Eno2",0.676369566174469,4.14702519724075,4.04354558288393,0.000268685469231312,0.00153285839748115,0.111629873725668
"Mocs2","Mocs2",0.396253787378153,6.23137333360949,4.18524504629358,0.000177323560310988,0.0010706567884079,0.109420569492507
"Sbsn","Sbsn",0.44052878867085,4.06852001726066,4.0319795632685,0.000277907774055644,0.00157708317378956,0.103048126381654
"Rhbdd1","Rhbdd1",0.427569414612416,5.289411482968,4.12129056805387,0.000214006765732351,0.00126053510839255,0.0937979877835868
"Adgrf5","Adgrf5",0.98544109604937,1.98139433217195,3.91792995587112,0.00038705781684082,0.0020889790133065,0.0932248305046564
"Alkbh5","Alkbh5",0.380776763234767,7.07439158820052,4.20352055278647,0.000168024303734724,0.00102394149559002,0.0905220503241537
"Ckap2","Ckap2",-0.887027169703369,2.65853689755762,-3.93518369491775,0.000368203446079706,0.00200371967566807,0.0880711075483225
"Camta1","Camta1",0.500280265317245,3.54871748673741,3.9982986882642,0.000306558725544548,0.00171330167881316,0.0821965326204106
"Hpcal1","Hpcal1",-0.348803053774957,4.86715440668123,-4.11504558986876,0.000217963522106583,0.00127936996707137,0.0790342643446289
"Tmem109","Tmem109",0.288212082472484,7.66908386607253,4.20593044258424,0.000166834288011866,0.00101826742367511,0.0619358151765059
"Cstpp1","Cstpp1",-0.481153446631908,3.34750086634591,-3.9869937363377,0.000316806288557397,0.00176305688320763,0.0588951677183092
"Tiam1","Tiam1",-0.937129188949855,2.0645366371167,-3.90554066640734,0.000401172849017539,0.00215235892346927,0.0586796526540461
"Fbxo34","Fbxo34",0.512782772826556,3.59997880831885,3.98587860009965,0.000317835038564697,0.0017646201341112,0.0560498411395214
"Suz12","Suz12",0.535300219447636,5.60853937070844,4.12784207218186,0.000209931318077951,0.00123962446981164,0.0498657707005146
"Marf1","Marf1",0.563708322053381,5.46930504810114,4.11362365404535,0.000218874397324465,0.0012829058390817,0.0465323060922733
"Zcrb1","Zcrb1",0.30844391837366,7.66927902393962,4.20651730121192,0.000166545746989985,0.00101755915224643,0.0434774750874629
"Ptgr3","Ptgr3",-0.326745818598569,5.840324497354,-4.14240587721104,0.000201141796320432,0.0011961042908208,0.0387341643741026
"Amz1","Amz1",1.46820037368853,1.02976622952157,3.92629523140384,0.00037780198064164,0.00204557492776965,0.0383630425709143
"Ak6","Ak6",0.630583158302971,5.79308138688825,4.11843880332148,0.000215804822610603,0.00126859257456896,0.0357801363900796
"Junos","Junos",-1.27308825741465,0.734778390911937,-3.92457650342597,0.000379685920379369,0.0020529488948835,0.0354283224017014
"Cbfb","Cbfb",-0.321545108738711,5.81935318352116,-4.15273846407571,0.000195125315650977,0.00116791145423595,0.0316574335355808
"Rab22a","Rab22a",0.300829249664518,6.13899479923044,4.15615105204934,0.000193177194277367,0.00115690585689562,0.0315726636334004
